Time [s], Analyzer Name, Decoded Protocol Result
1.034228687500000,SPI,MOSI: '255' (0xFF);  MISO: '0' (0x00)
1.034439187500000,SPI,MOSI: '1' (0x01);  MISO: '0' (0x00)
1.034508000000000,SPI,MOSI: '255' (0xFF);  MISO: '0' (0x00)
1.034594937500000,SPI,MOSI: '7' (0x07);  MISO: '0' (0x00)
1.034664250000000,SPI,MOSI: '26' (0x1A);  MISO: '0' (0x00)
1.034744625000000,SPI,MOSI: '14' (0x0E);  MISO: '0' (0x00)
1.034939437500000,SPI,MOSI: Z (0x5A);  MISO: '0' (0x00)
1.035019500000000,SPI,MOSI: '15' (0x0F);  MISO: '0' (0x00)
1.035089375000000,SPI,MOSI: '0' (0x00);  MISO: '0' (0x00)
1.035167500000000,SPI,MOSI: '16' (0x10);  MISO: '0' (0x00)
1.035235875000000,SPI,MOSI: Z (0x5A);  MISO: '0' (0x00)
1.035441437500000,SPI,MOSI: '17' (0x11);  MISO: '0' (0x00)
1.035510312500000,SPI,MOSI: Z (0x5A);  MISO: '0' (0x00)
1.035593812500000,SPI,MOSI: '18' (0x12);  MISO: '0' (0x00)
1.035659250000000,SPI,MOSI: '0' (0x00);  MISO: '0' (0x00)
1.035737375000000,SPI,MOSI: '19' (0x13);  MISO: '0' (0x00)
1.035932187500000,SPI,MOSI: Z (0x5A);  MISO: '0' (0x00)
1.036015687500000,SPI,MOSI: '20' (0x14);  MISO: '0' (0x00)
1.036081125000000,SPI,MOSI: '31' (0x1F);  MISO: '0' (0x00)
1.036165125000000,SPI,MOSI: '2' (0x02);  MISO: '0' (0x00)
1.036230062500000,SPI,MOSI: @ (0x40);  MISO: '0' (0x00)
1.036437625000000,SPI,MOSI: '3' (0x03);  MISO: '0' (0x00)
1.036503062500000,SPI,MOSI: '0' (0x00);  MISO: '0' (0x00)
1.036581187500000,SPI,MOSI: '0' (0x00);  MISO: '0' (0x00)
1.036649562500000,SPI,MOSI: '255' (0xFF);  MISO: '0' (0x00)
1.036734500000000,SPI,MOSI: '1' (0x01);  MISO: '0' (0x00)
1.036925437500000,SPI,MOSI: '255' (0xFF);  MISO: '0' (0x00)
1.037011375000000,SPI,MOSI: '22' (0x16);  MISO: '0' (0x00)
1.037081187500000,SPI,MOSI: '192' (0xC0);  MISO: '0' (0x00)
1.037159812500000,SPI,MOSI: @ (0x40);  MISO: '0' (0x00)
1.037228187500000,SPI,MOSI: '2' (0x02);  MISO: '0' (0x00)
1.037432312500000,SPI,MOSI: A (0x41);  MISO: '0' (0x00)
1.037501187500000,SPI,MOSI: '4' (0x04);  MISO: '0' (0x00)
1.037579812500000,SPI,MOSI: B (0x42);  MISO: '0' (0x00)
1.037648625000000,SPI,MOSI: q (0x71);  MISO: '0' (0x00)
1.037728750000000,SPI,MOSI: C (0x43);  MISO: '0' (0x00)
1.037923562500000,SPI,MOSI: '1' (0x01);  MISO: '0' (0x00)
1.038002187500000,SPI,MOSI: D (0x44);  MISO: '0' (0x00)
1.038071000000000,SPI,MOSI: '19' (0x13);  MISO: '0' (0x00)
1.038150625000000,SPI,MOSI: E (0x45);  MISO: '0' (0x00)
1.038219937500000,SPI,MOSI: '1' (0x01);  MISO: '0' (0x00)
1.038424062500000,SPI,MOSI: F (0x46);  MISO: '0' (0x00)
1.038493437500000,SPI,MOSI: '19' (0x13);  MISO: '0' (0x00)
1.038573000000000,SPI,MOSI: '4' (0x04);  MISO: '0' (0x00)
1.038641375000000,SPI,MOSI: '7' (0x07);  MISO: '0' (0x00)
1.042056437500000,SPI,MOSI: '0' (0x00);  MISO: ' ' (0x20)
1.042121375000000,SPI,MOSI: '255' (0xFF);  MISO: '0' (0x00)
1.042206375000000,SPI,MOSI: '1' (0x01);  MISO: '0' (0x00)
1.042395062500000,SPI,MOSI: '255' (0xFF);  MISO: '0' (0x00)
1.042485437500000,SPI,MOSI: '7' (0x07);  MISO: '0' (0x00)
1.042551375000000,SPI,MOSI: '26' (0x1A);  MISO: '0' (0x00)
1.042635125000000,SPI,MOSI: '14' (0x0E);  MISO: '0' (0x00)
1.042704437500000,SPI,MOSI: Z (0x5A);  MISO: '0' (0x00)
1.042910000000000,SPI,MOSI: '15' (0x0F);  MISO: '0' (0x00)
1.042979875000000,SPI,MOSI: '0' (0x00);  MISO: '0' (0x00)
1.043058000000000,SPI,MOSI: '16' (0x10);  MISO: '0' (0x00)
